X,Y,Z,labels
-0.0604100024608389,0.31000677570306,-0.468121617455959,2
0.866493754999551,0.0074317787095322,-0.0400404377578688,1
0.0113565533814646,0.31000677570306,-0.550245201473903,2
-0.262632876764551,-0.811762728788404,0.382403680183609,3
-0.250846297967737,0.31000677570306,-0.625310265760066,2
-0.262632876764551,0.188443038749618,-0.128178958353887,3
0.0316566215015549,0.31000677570306,-0.537057704481002,2
-0.262632876764551,0.0735514694348893,0.626135707042211,3
-0.258618412461624,0.31000677570306,-0.577603759340534,2
-0.262632876764551,0.0457073245786333,0.108038725133514,3
-0.262632876764551,0.0478841091452839,-0.299760504341609,3
-0.137951793679266,0.31000677570306,-0.320744181982816,2
0.620374842987737,0.486961743658073,-0.0400404377578688,1
-0.262632876764551,-0.662286326446025,-0.166883877437352,3
-0.262632876764551,0.0488317627015026,0.205898611598914,3
0.248803829652008,0.31000677570306,-0.701046993447337,2
0.279220804137898,0.31000677570306,-0.706108490132197,2
-0.262632876764551,0.0866670798110436,0.507562142039565,3
0.221852981107106,0.31000677570306,-0.688285262888287,2
0.886853667663607,0.218575899634634,-0.0400404377578688,1
-0.262632876764551,0.0026904738675039,0.669998087575798,3
-0.0124996863583041,0.31000677570306,-0.398573849505883,2
0.294057495382248,0.31000677570306,-0.633412289869413,2
-0.262632876764551,-0.117034626338941,0.562147214765607,3
0.700003738914064,0.658069510844071,-0.0400404377578688,1
-0.262632876764551,-0.493673247351644,0.566926934143845,3
-0.262632876764551,-0.784512147774575,0.226216610893115,3
-0.262632876764551,-0.181334977115928,0.530230978230263,3
-0.262632876764551,-0.635305558627664,0.335248944177613,3
0.847213263034716,0.0169790974316004,-0.0400404377578688,1
-0.262632876764551,-0.561967632228376,0.57960459208421,3
-0.568527884174273,0.31000677570306,-0.646809701540382,2
-0.262632876764551,-0.122935775739026,0.559784389769764,3
-0.262632876764551,-0.73155820019376,0.620294588094586,3
-0.516959272718299,0.31000677570306,-0.598287560583658,2
-0.262632876764551,-0.792656151221306,-0.0457615489594903,3
-0.262632876764551,-0.566579440254123,0.518338819659897,3
-0.262632876764551,0.124292482242517,0.152087056140571,3
-0.262632876764551,-0.615767199587372,0.184591045378639,3
-0.0887761064040401,0.31000677570306,-0.254968539358022,2
-0.262632876764551,-0.665800590692898,0.132860555600661,3
-0.262632876764551,-0.79160060477096,0.436653014163344,3
0.881096549370089,0.419572913059211,-0.0400404377578688,1
0.303256943329505,0.31000677570306,-0.674552040506432,2
0.822517352588579,-0.001018038212998,-0.0400404377578688,1
0.983999881405274,0.680390524236343,-0.0400404377578688,1
0.877798244825869,0.0420167916486281,-0.0400404377578688,1
-0.262632876764551,-0.633020701255441,0.410224034749665,3
-0.262632876764551,-0.696901216679243,0.488383593897045,3
-0.350559302311503,0.31000677570306,-0.61036561565406,2
0.388541019724084,0.31000677570306,-0.590257531037926,2
-0.0617533352601015,0.31000677570306,-0.49104237764735,2
0.833677811308329,0.0735132827865111,-0.0400404377578688,1
-0.262632876764551,-0.625830210481018,0.421480488219917,3
-0.262632876764551,-0.757135604760399,-0.234272750015551,3
-0.262632876764551,0.022096873859252,0.319164818931733,3
-0.0314562357706375,0.31000677570306,-0.269205537776687,2
0.0246460301789701,0.31000677570306,-0.496049906895479,2
-0.262632876764551,0.0865351267595472,-0.161654487391146,3
-0.262632876764551,-0.625164586107446,0.347536871946746,3
0.324000823001475,0.31000677570306,-0.56230527139676,2
-0.0901913618023392,0.31000677570306,-0.184287359283801,2
0.870235871095651,0.517996486072917,-0.0400404377578688,1
-0.262632876764551,-0.604282804312168,0.100872300513509,3
-0.262632876764551,-0.799114942145113,0.113070278556722,3
-0.262632876764551,-0.682538352213003,0.618411538948664,3
-0.262632876764551,-0.664888991390444,0.642753503610167,3
-0.262632876764551,-0.80480617686713,0.0379452977620151,3
-0.262632876764551,0.0447717490774845,0.472725253076161,3
-0.262632876764551,0.189366530198648,-0.243891991336656,3
0.906584004210808,0.0992166073741589,-0.0400404377578688,1
-0.262632876764551,-0.224789600351401,0.546656881249985,3
-0.262632876764551,-0.627623303903972,0.625086295572171,3
0.0251259019816629,0.31000677570306,-0.599630917371113,2
0.33895738924225,0.31000677570306,-0.583756736788542,2
-0.262632876764551,-0.481451293109735,0.534524882731044,3
-0.262632876764551,0.0678183273400663,0.0046256979749477,3
-0.262632876764551,-0.036842133820031,0.461660693154142,3
-0.493276899399882,0.31000677570306,-0.675673488519424,2
-0.262632876764551,-0.803126919413066,0.0441582157067601,3
0.822745204437806,0.367212673249981,-0.0400404377578688,1
0.809179923393684,0.320381777846667,-0.0400404377578688,1
0.624932659588559,0.572869441100647,-0.0400404377578688,1
0.601280301496371,0.705230375833325,-0.0400404377578688,1
-0.262632876764551,-0.729759067743271,0.0485719952039672,3
-0.262632876764551,-0.459280169940119,0.575322765638499,3
-0.119858705263503,0.31000677570306,-0.675541535467928,2
0.983358227233349,0.693626009608924,-0.0400404377578688,1
0.885642287915841,0.573739037077523,-0.0400404377578688,1
-0.262632876764551,-0.0492859908393553,0.559934369948143,3
-0.262632876764551,0.07045704653825,0.0370637136857915,3
-0.262632876764551,0.0502889314696562,-0.17294095009058,3
-0.0260710064299623,0.31000677570306,-0.314957048463068,2
-0.171973072093671,0.31000677570306,-0.379449292788288,2
-0.262632876764551,-0.780338208225943,0.669596369305219,3
0.706354558982118,0.54669238568766,-0.0400404377578688,1
0.185480871793254,0.31000677570306,-0.507768109088771,2
0.0644244268868927,0.31000677570306,-0.654473929137191,2
-0.0992109102977587,0.31000677570306,-0.0746672732965792,2
-0.17281274280004,0.31000677570306,-0.550934892001893,2
-0.262632876764551,0.155669188339696,-0.126817598427741,3
-0.262632876764551,-0.736823554538009,0.282432898720108,3
0.91643719038211,0.508311217251154,-0.0400404377578688,1
0.85356408310277,0.642129416704757,-0.0400404377578688,1
0.821113989336856,0.31403086782289,-0.0400404377578688,1
-0.262632876764551,-0.612276917536243,0.260981481304712,3
-0.262632876764551,-0.63220509670349,-0.15853599234304,3
0.840688402630914,0.668630318717474,-0.0400404377578688,1
-0.05413111098887,0.31000677570306,-0.202056595102786,2
-0.262632876764551,-0.0020593262372749,-0.180029413084014,3
-0.262632876764551,-0.0125001691585285,0.607179151632829,3
-0.262632876764551,-0.65612136089867,-0.207387970950644,3
-0.262632876764551,0.0919803865526823,0.491280174173639,3
0.916179317309604,0.102748892750865,-0.0400404377578688,1
-0.262632876764551,0.0832487203589511,0.335566751749808,3
-0.098731230400608,0.31000677570306,-0.599049203695925,2
-0.157340256499855,0.31000677570306,-0.552362183475925,2
0.869696154748992,0.661008094446242,-0.0400404377578688,1
-0.262632876764551,-0.725117340444065,0.0483861406832687,3
-0.262632876764551,0.116094673279355,0.155145604694891,3
-0.262632876764551,0.063662414918317,-0.0372756717861465,3
-0.262632876764551,0.0206395251796526,-0.228449610218423,3
-0.262632876764551,-0.388095237817281,0.576246257087529,3
-0.262632876764551,-0.77385534515067,-0.0005917939276342,3
-0.262632876764551,-0.787606570671214,-0.0926104654926384,3
-0.262632876764551,-0.314949204966226,0.556066249872359,3
0.800897927867921,-0.0175159178051907,-0.0400404377578688,1
-0.262632876764551,0.155657110284626,-0.0169876877181748,3
-0.262632876764551,-0.670682157940679,0.559688490972033,3
-0.262632876764551,-0.779276718700833,0.156560866090238,3
0.864958438696332,0.134857064813781,-0.0400404377578688,1
-0.262632876764551,0.060531937767912,-0.198038584804345,3
-0.262632876764551,-0.666532194590742,0.0569918928530387,3
-0.262632876764551,-0.0571721212135801,0.483226126449875,3
-0.262632876764551,0.160106950032647,-0.260162013082572,3
-0.262632876764551,-0.258085223939773,0.656954579710126,3
-0.262632876764551,-0.39578948064032,0.494464552793245,3
-0.262632876764551,-0.505469501127231,0.685836423801291,3
0.832976132680992,0.558722440384287,-0.0400404377578688,1
-0.262632876764551,-0.679138019887793,0.50792194694029,3
-0.426829683329704,0.31000677570306,-0.549447618051787,2
-0.262632876764551,0.139369109388212,0.567154785993073,3
0.848856376279292,0.259037947843011,-0.0400404377578688,1
0.782007262027088,0.248705081774559,-0.0400404377578688,1
-0.262632876764551,0.157342316810502,0.0524640914784464,3
-0.0597024647174124,0.31000677570306,-0.185060966507223,2
0.275088861917796,0.31000677570306,-0.485615007048989,2
-0.0537112756356853,0.31000677570306,-0.567348812919316,2
-0.262632876764551,-0.674538289917116,0.0321341040848974,3
-0.262632876764551,0.139381187443283,0.58884010028228,3
-0.446092238123379,0.31000677570306,-0.581405899892046,2
-0.262632876764551,-0.602417782293129,0.140122974971168,3
0.532008427748636,0.554908311733428,-0.0400404377578688,1
0.977858982012337,0.525534799645765,-0.0400404377578688,1
-0.263242292545394,0.31000677570306,-0.678510092316991,2
-0.262632876764551,-0.0666654964871089,0.678645933026869,3
-0.262632876764551,-0.540570206237905,0.454998014585706,3
-0.462710034691335,0.31000677570306,-0.58200559871478,2
0.863459176646878,0.215859218809879,-0.0400404377578688,1
-0.0507907131633489,0.31000677570306,-0.204131579776278,2
-0.262632876764551,0.171027478848099,-0.130193954554257,3
-0.262632876764551,-0.723588153124104,0.415471451922754,3
0.382130169203571,0.31000677570306,-0.496031921747933,2
-0.262632876764551,-0.66917685686369,0.422601912244716,3
0.122080132219373,0.31000677570306,-0.532428013257529,2
-0.262632876764551,-0.0187850996580327,-0.293541547369329,3
0.575390942476579,0.677679882439123,-0.0400404377578688,1
-0.262632876764551,-0.652954919450223,-0.159681488519305,3
-0.262632876764551,-0.744589809915808,-0.112016961437157,3
0.926422143696414,0.440106878053112,-0.0400404377578688,1
0.641370550707629,0.629679520657898,-0.0400404377578688,1
-0.0703890966590537,0.31000677570306,-0.666905798057168,2
-0.262632876764551,-0.0047999832607251,0.0725002534955434,3
-0.262632876764551,-0.672025490739942,-0.185138928133794,3
-0.262632876764551,0.168250947482329,0.009897091346732,3
-0.262632876764551,-0.50516359169866,0.468755189178062,3
0.630251999360685,0.552623454361204,-0.0400404377578688,1
-0.262632876764551,-0.674598230413853,0.0410217894845431,3
-0.262632876764551,0.164502792358694,-0.0138092581703805,3
0.568038663335876,0.650231416825911,-0.0400404377578688,1
-0.0378370650678729,0.31000677570306,-0.48277840924847,2
-0.262632876764551,-0.238109092375137,0.691779480574183,3
0.93385860340267,0.0834683588066934,-0.0400404377578688,1
-0.262632876764551,-0.820704309660203,-0.114865505357686,3
0.75331740143988,0.477348493388118,-0.0400404377578688,1
-0.416412816607145,0.31000677570306,-0.610179719154024,2
0.0376117563295164,0.31000677570306,-0.535114678856054,2
0.0584573939153067,0.31000677570306,-0.691079911336662,2
-0.182120173597147,0.31000677570306,-0.278602918299713,2
-0.262632876764551,-0.0045239931056134,-0.279076697101437,3
-0.262632876764551,-0.151667633654764,0.602441435580169,3
-0.262632876764551,0.174235917625075,0.497265144316385,3
-0.262632876764551,0.187483487049774,0.291992253517909,3
0.888634772987214,0.691665004833479,-0.0400404377578688,1
-0.370979245428019,0.31000677570306,-0.626443725860598,2
-0.262632876764551,-0.0085539915034015,0.579070920762134,3
-0.262632876764551,0.176400989956595,0.416442991721945,3
0.660651042672464,0.493894367357038,-0.0400404377578688,1
-0.262632876764551,-0.23856480207064,0.429564551169911,3
-0.262632876764551,0.0944871467023214,0.250618606007078,3
-0.262632876764551,0.0479381005702086,0.564851907491015,3
-0.192165157363911,0.31000677570306,-0.559042889171244,2
-0.262632876764551,-0.120866782116683,0.649398245007444,3
-0.262632876764551,-0.287027002530628,0.602177529477176,3
-0.262632876764551,0.103596740876431,0.316034431737051,3
-0.262632876764551,-0.105316424145649,0.610171636704202,3
-0.262632876764551,0.0576474295493409,0.559880384520266,3
-0.312501986471775,0.31000677570306,-0.701952553722255,2
-0.132032707108022,0.31000677570306,-0.205420969127002,2
-0.262632876764551,-0.641140728503477,0.480737303471396,3
-0.262632876764551,-0.81007152521433,0.583484700259341,3
0.833587951538133,0.443513159450135,-0.0400404377578688,1
-0.535981891610628,0.31000677570306,-0.627673108747054,2
0.0375456868495212,0.31000677570306,-0.692357264611653,2
-0.284903630635906,0.31000677570306,-0.505699163442813,2
0.861468150648154,0.706795527451328,-0.0400404377578688,1
0.0362323692764886,0.31000677570306,-0.46499118828194,2
-0.262632876764551,-0.0106950876362267,0.606921284557371,3
-0.262632876764551,-0.300832219476097,0.638813544894021,3
0.87101551134956,0.576311776751434,-0.0400404377578688,1
0.251874276349952,0.31000677570306,-0.606095729331311,2
-0.262632876764551,0.160424847560565,-0.274740837251464,3
-0.262632876764551,-0.693027147531646,-0.312066459237624,3
-0.262632876764551,-0.665326763914788,0.27016894714967,3
